Unnamed: 0.1,Unnamed: 0,Event Date,# Shows,Headliner,Support,Venue,City,State,Country,Market,Company Type,Currency,Promoter,Genre,Avg. Tickets Sold,Avg. Gross USD,Avg. Event Capacity,Avg. Capacity Sold,Ticket Price Min,Ticket Price Max,Ticket Price Avg. USD,Unnamed: 21,Month,Location,yt name,yt Channel ID,yt Title,yt Description,yt Published At,yt View Count,yt Subscriber Count,yt Video Count,sp artist_name,sp artist_genre,sp followers,sp popularity,day_of_week,is_holiday,Total population,Asian alone population,Asian percentage,County,Total_Population_County,Total_Asian_Population_County,Asian_Percentage_County
97,259,5/21/22,1,Monsta X,,Radio City Music Hall,New York,New York,United States,New York,,US DOLLAR,MSG Entertainment,"Asian Pop, World",5257,656759.2,5257,100,70.5,199.5,124.93,,5,New York_New York_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,604090413,2570000,779,Monsta X,"['k-pop', 'k-pop boy group']",5137585,60,5,False,20201249,1933127,9.569343955,Queens,2405464,660631,27.463765826468407
98,266,2/26/22,2,Twice,,UBS Arena,Belmont Park,New York,United States,New York,,US DOLLAR,Live Nation,Asian Pop,13384,2022441.0,13384,100,53.5,193.5,151.11,,2,Belmont Park_New York_United States,Twice,UCzgxx_DM2Dcb9Y1spb9mUJA,TWICE,TWICE Official YouTube Channel,2016-03-27T15:48:08Z,5897909757,16900000,1460,Twice,"['k-pop', 'k-pop girl group', 'pop']",19653966,81,5,False,20201249,1933127,9.569343955,Nassau,1395774,164201,11.764153795671792
99,280,2/19/20,1,Monsta X,,The Paramount,Huntington,New York,United States,New York,,US DOLLAR,(In-House Promotion),"Asian Pop, World",1573,33260.25,1573,100,20.0,0.0,21.14,,2,Huntington_New York_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,604090413,2570000,779,Monsta X,"['k-pop', 'k-pop boy group']",5137585,60,2,False,20201249,1933127,9.569343955,Suffolk,1525920,65779,4.31077644961728
100,283,1/29/20,1,Stray Kids,,Hulu Theater At Madison Square Garden,New York,New York,United States,New York,,US DOLLAR,Subkulture Entertainment,"Asian Pop, World",4004,556734.0,4825,83,69.0,199.0,139.04,,1,New York_New York_United States,Stray Kids,UC9rMiEjNaCSsebs31MRDCRA,Stray Kids,Stray Kids Official YouTube,2017-05-12T03:28:10Z,4625292848,15800000,1015,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",14634767,82,2,False,20201249,1933127,9.569343955,Queens,2405464,660631,27.463765826468407
101,316,8/3/19,1,Monsta X,,Hulu Theater At Madison Square Garden,New York,New York,United States,New York,,US DOLLAR,"AEG Presents, Goldenvoice","Asian Pop, World",5058,648556.0,5058,100,59.0,199.0,128.22,,8,New York_New York_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,604090413,2570000,779,Monsta X,"['k-pop', 'k-pop boy group']",5137585,60,5,False,20201249,1933127,9.569343955,Queens,2405464,660631,27.463765826468407
102,361,1/29/19,1,Winner,,Hulu Theater At Madison Square Garden,New York,New York,United States,New York,,US DOLLAR,Live Nation,Asian Pop,2824,370255.0,5387,52,79.0,159.0,131.11,,1,New York_New York_United States,Winner,UCayQxFAoFCvGariuQCtHRGQ,WINNER,"WINNER Official YouTube Channel
위너 공식 유튜브 채널입니다.

YOON, JINU, HOONY, MINO
강승윤, 김진우, 이승훈, 송민호",2013-12-10T02:42:56Z,1525692637,4060000,639,Winner,"['k-pop', 'k-pop boy group']",2446621,52,1,False,20201249,1933127,9.569343955,Queens,2405464,660631,27.463765826468407
103,368,12/9/18,1,Ssingssing,J. Hoard,Brooklyn Bowl,Brooklyn,New York,United States,New York,,US DOLLAR,(In-House Promotion),Asian Pop,303,4545.0,600,51,15.0,0.0,15.0,,12,Brooklyn_New York_United States,Ssingssing,UCZdCA2p8cZgbeyj9S5IdOkA,씽씽한국어 / SsingSsing Korean,The Korean learning site “SsingSsing Korean” was developed using a wide range of Korean Wave content including K-POP by Seoul National University.,2016-10-31T05:03:05Z,103969,937,140,Ssingssing,"['k-indie', 'korean minyo']",11672,7,6,False,20201249,1933127,9.569343955,Kings,2736074,373680,13.657525344709242
104,389,7/11/18,1,Got7,,Barclays Center,Brooklyn,New York,United States,New York,,US DOLLAR,Subkulture Entertainment,"Asian Pop, World",9453,1180415.0,9972,95,65.0,255.0,124.87,,7,Brooklyn_New York_United States,Got7,UC8HEl74jL3bLLwfDP1OALxw,GOT7,GOT7 Official YouTube,2012-02-02T07:43:35Z,934828590,6220000,579,Got7,"['k-pop', 'k-pop boy group']",6515511,59,2,False,20201249,1933127,9.569343955,Kings,2736074,373680,13.657525344709242
105,432,9/1/17,1,Taeyang,,Theater At Madison Square Garden,New York,New York,United States,New York,,US DOLLAR,Kpopme Entertainment,"Asian Pop, World",3509,539949.25,5322,66,75.0,319.0,153.88,,9,New York_New York_United States,Taeyang,UCDJnRpq0DnQhrwi1ruuQa7g,TAEYANG,"TAEYANG Official YouTube Channel
태양 공식 유튜브 채널입니다.",2009-08-21T01:19:45Z,319418760,1830000,70,Taeyang,"['k-pop', 'korean r&b']",1331362,63,4,False,20201249,1933127,9.569343955,Queens,2405464,660631,27.463765826468407
106,439,8/9/17,1,Ssingssing,,Joe's Pub,New York,New York,United States,New York,,US DOLLAR,(In-House Promotion),Asian Pop,59,1180.0,120,49,20.0,0.0,20.0,,8,New York_New York_United States,Ssingssing,UCZdCA2p8cZgbeyj9S5IdOkA,씽씽한국어 / SsingSsing Korean,The Korean learning site “SsingSsing Korean” was developed using a wide range of Korean Wave content including K-POP by Seoul National University.,2016-10-31T05:03:05Z,103969,937,140,Ssingssing,"['k-indie', 'korean minyo']",11672,7,2,False,20201249,1933127,9.569343955,Queens,2405464,660631,27.463765826468407
107,442,7/27/17,1,G-Dragon,,Barclays Center,Brooklyn,New York,United States,New York,,US DOLLAR,Live Nation,"Asian Pop, World",7920,1332828.5,10606,75,86.0,206.0,168.29,,7,Brooklyn_New York_United States,G-Dragon,UCRfVrZpe3TA-LB4rutWAtkg,G-DRAGON - Topic,,2013-09-27T04:41:07Z,247347058,236000,190,G-Dragon,"['k-pop', 'k-rap']",2838266,58,3,False,20201249,1933127,9.569343955,Kings,2736074,373680,13.657525344709242
108,450,7/14/17,1,Monsta X,,PlayStation Theater,New York,New York,United States,New York,,US DOLLAR,"AEG Presents, The Bowery Presents","Asian Pop, World",2124,226298.0,2150,99,50.0,195.0,106.54,,7,New York_New York_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,604090413,2570000,779,Monsta X,"['k-pop', 'k-pop boy group']",5137585,60,4,False,20201249,1933127,9.569343955,Queens,2405464,660631,27.463765826468407
110,498,11/19/16,1,Momoiro Clover Z,,PlayStation Theater,New York,New York,United States,New York,,US DOLLAR,AEG Presents,Asian Pop,1197,75053.0,2150,56,32.5,150.0,62.7,,11,New York_New York_United States,Momoiro Clover Z,UC6YNWTm6zuMFsjqd0PO3G-Q,Momoiro Clover Z Channel,"ももいろクローバーZ のオフィシャルYouTubeチャンネルです！
This is Momoiro Clover Z Official YouTube channel!

7th ALBUMアルバム『イドラ』
発売日：2024年5月8日（水）
特設サイト
URL：https://mcz-release.com/sound/idola/
",2014-04-08T08:03:55Z,300050705,627000,833,Momoiro Clover Z,"['denpa-kei', 'idol rock', 'j-idol', 'j-pop girl group']",208079,47,5,False,20201249,1933127,9.569343955,Queens,2405464,660631,27.463765826468407
111,508,10/29/16,1,CL,,Hammerstein Ballroom,New York,New York,United States,New York,,US DOLLAR,Live Nation,Asian Pop,2583,291708.0,3498,74,95.0,150.0,112.93,,10,New York_New York_United States,CL,UCuX8lXIexG8dRXFx54CVm2Q,CL Official Channel,"+CL+
",2019-11-21T01:13:35.854589Z,308201781,2080000,72,CL,['k-pop'],1171969,56,5,False,20201249,1933127,9.569343955,Queens,2405464,660631,27.463765826468407
112,524,5/4/16,1,BABYMETAL,,PlayStation Theater,New York,New York,United States,New York,,US DOLLAR,AEG Presents,"Asian Pop, Pop / Rock",2150,103010.0,2150,100,49.5,0.0,47.91,,5,New York_New York_United States,BABYMETAL,UC33_tIj4m1_XaqfFcomShvw,BABYMETAL,"BABYMETAL YouTube Official Channel
",2012-07-05T10:07:13Z,789630545,2880000,198,BABYMETAL,"['idol rock', 'j-metal', 'kawaii metal']",1860900,66,2,False,20201249,1933127,9.569343955,Queens,2405464,660631,27.463765826468407
113,528,4/25/16,1,B.A.P.,,PlayStation Theater,New York,New York,United States,New York,,US DOLLAR,"AEG Presents, Goldenvoice","Asian Pop, Pop / Rock",1433,151725.0,2050,70,50.0,180.0,105.88,,4,New York_New York_United States,B.A.P.,UCjNqz4xqatELyN_UaEUjBrQ,BAP!,"IP: mc.bapserveris.lt
Versija: 1.20 - 1.20.2

BAP - nugalėk kitus ir tapk geriausiu!


Tai yra oficialus BAP kanalas, kur rasite kaip daryti įvairius dalykus Minecraft serveryje.

Daugiau informacijos atrasite mūsų svetainėje ir Discorde:
https://bapserveris.lt/
https://www.discord.io/BAPP


Socialiniai tinklai:
TikTok: https://www.tiktok.com/@bapserveris77
Facebook: https://www.facebook.com/BAPSERVER

",2020-06-27T21:10:45.37742Z,339577,2940,181,B.A.P.,"['k-pop', 'k-pop boy group']",721286,43,0,False,20201249,1933127,9.569343955,Queens,2405464,660631,27.463765826468407
115,562,10/3/14,1,B1A4,,PlayStation Theater,New York,New York,United States,New York,,US DOLLAR,"AEG Presents, Goldenvoice, Powerhouse Live",Asian Pop,1219,115000.0,2150,57,80.0,180.0,94.34,,10,New York_New York_United States,B1A4,UCDBLl8TPgGzAzUGaqbpwAZA,B1A4 OFFICIAL +,B1A4 Official YouTube Channel,2011-04-12T07:22:21Z,243280162,732000,451,B1A4,"['k-pop', 'k-pop boy group']",553483,44,4,False,20201249,1933127,9.569343955,Queens,2405464,660631,27.463765826468407
116,580,4/13/14,1,B.A.P.,,PlayStation Theater,New York,New York,United States,New York,,US DOLLAR,"AEG Presents, CJ E&M, CJ E&M America, Powerhouse Live","Asian Pop, Pop / Rock",2150,202105.0,2150,100,51.5,136.5,94.0,,4,New York_New York_United States,B.A.P.,UCjNqz4xqatELyN_UaEUjBrQ,BAP!,"IP: mc.bapserveris.lt
Versija: 1.20 - 1.20.2

BAP - nugalėk kitus ir tapk geriausiu!


Tai yra oficialus BAP kanalas, kur rasite kaip daryti įvairius dalykus Minecraft serveryje.

Daugiau informacijos atrasite mūsų svetainėje ir Discorde:
https://bapserveris.lt/
https://www.discord.io/BAPP


Socialiniai tinklai:
TikTok: https://www.tiktok.com/@bapserveris77
Facebook: https://www.facebook.com/BAPSERVER

",2020-06-27T21:10:45.37742Z,339577,2940,181,B.A.P.,"['k-pop', 'k-pop boy group']",721286,43,6,False,20201249,1933127,9.569343955,Queens,2405464,660631,27.463765826468407
117,586,5/17/13,1,B.A.P.,,PlayStation Theater,New York,New York,United States,New York,,US DOLLAR,AEG Presents,"Asian Pop, Pop / Rock",2150,138750.0,2150,100,40.0,115.0,64.53,,5,New York_New York_United States,B.A.P.,UCjNqz4xqatELyN_UaEUjBrQ,BAP!,"IP: mc.bapserveris.lt
Versija: 1.20 - 1.20.2

BAP - nugalėk kitus ir tapk geriausiu!


Tai yra oficialus BAP kanalas, kur rasite kaip daryti įvairius dalykus Minecraft serveryje.

Daugiau informacijos atrasite mūsų svetainėje ir Discorde:
https://bapserveris.lt/
https://www.discord.io/BAPP


Socialiniai tinklai:
TikTok: https://www.tiktok.com/@bapserveris77
Facebook: https://www.facebook.com/BAPSERVER

",2020-06-27T21:10:45.37742Z,339577,2940,181,B.A.P.,"['k-pop', 'k-pop boy group']",721286,43,4,False,20201249,1933127,9.569343955,Queens,2405464,660631,27.463765826468407
118,630,2/2/06,2,Rain,,Theater At Madison Square Garden,New York,New York,United States,New York,,US DOLLAR,,Asian Pop,4837,342829.0,5348,90,55.0,145.0,70.87,,2,New York_New York_United States,Rain,UCOK3b_q7lYy2k1TCR2U2_kw,Rainy / れいにー,,2017-03-30T09:29:10Z,36013644,92600,676,Rain,['pov: indie'],1083557,68,3,False,20201249,1933127,9.569343955,Queens,2405464,660631,27.463765826468407
120,4,10/31/23,1,The Rose,,James L. Knight Center,Miami,Florida,United States,Miami-Ft. Lauderdale,,US DOLLAR,AEG Presents,Asian Pop,2886,274224.3,3500,82,47.5,1550.0,95.02,,10,Miami_Florida_United States,The Rose,UClcbcYLmTpDeuK1EFeqh5uA,The Rose,"The Rose Official 🌹

Korean Alt Pop Band
DUAL OUT NOW
Info@transparentarts.com
Linktr.ee/theroseofficial

더로즈 공식 @official_ therose 
기타/보컬_우성 @iwoosung
건반,기타/보컬_도준 @parclassic
베이스_재형 @gud0011
드럼_하준 @I_hajoon",2016-12-16T07:48:04Z,278125618,1590000,210,The Rose,"['k-pop', 'k-pop boy group']",2605594,64,1,False,21538187,643682,2.988561665,Miami-Dade,2701767,44124,1.633153414043476
121,255,6/1/22,1,Monsta X,,FLA Live Arena,Sunrise,Florida,United States,Miami-Ft. Lauderdale,,US DOLLAR,Live Nation,"Asian Pop, World",6318,513149.5,6901,92,39.5,149.5,81.22,,6,Sunrise_Florida_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,604090413,2570000,779,Monsta X,"['k-pop', 'k-pop boy group']",5137585,60,2,False,21538187,643682,2.988561665,Broward,1944375,75922,3.9046994535519124
122,375,11/20/18,1,B.A.P.,,Parker Playhouse,Fort Lauderdale,Florida,United States,Miami-Ft. Lauderdale,,US DOLLAR,JSJ Entertainment,"Asian Pop, Pop / Rock",281,40486.75,925,30,81.36,229.49,144.08,,11,Fort Lauderdale_Florida_United States,B.A.P.,UCjNqz4xqatELyN_UaEUjBrQ,BAP!,"IP: mc.bapserveris.lt
Versija: 1.20 - 1.20.2

BAP - nugalėk kitus ir tapk geriausiu!


Tai yra oficialus BAP kanalas, kur rasite kaip daryti įvairius dalykus Minecraft serveryje.

Daugiau informacijos atrasite mūsų svetainėje ir Discorde:
https://bapserveris.lt/
https://www.discord.io/BAPP


Socialiniai tinklai:
TikTok: https://www.tiktok.com/@bapserveris77
Facebook: https://www.facebook.com/BAPSERVER

",2020-06-27T21:10:45.37742Z,339577,2940,181,B.A.P.,"['k-pop', 'k-pop boy group']",721286,43,1,False,21538187,643682,2.988561665,Broward,1944375,75922,3.9046994535519124
123,425,9/22/17,1,KARD,,James L. Knight Center,Miami,Florida,United States,Miami-Ft. Lauderdale,,US DOLLAR,Subkulture Entertainment,"Asian Pop, Dance / Electronic",1417,145733.0,2379,60,59.0,188.0,102.85,,9,Miami_Florida_United States,KARD,UC5OwlwvsVmf_lXHguB6OYFw,KARD,DSP Media KARD Official YouTube,2016-11-10T06:48:44Z,824835419,3700000,536,KARD,['k-pop'],1910824,56,4,False,21538187,643682,2.988561665,Miami-Dade,2701767,44124,1.633153414043476
124,443,7/25/17,1,G-Dragon,,AmericanAirlines Arena,Miami,Florida,United States,Miami-Ft. Lauderdale,,US DOLLAR,Live Nation,"Asian Pop, World",4481,562097.2,12129,37,65.0,219.0,125.44,,7,Miami_Florida_United States,G-Dragon,UCRfVrZpe3TA-LB4rutWAtkg,G-DRAGON - Topic,,2013-09-27T04:41:07Z,247347058,236000,190,G-Dragon,"['k-pop', 'k-rap']",2838266,58,1,False,21538187,643682,2.988561665,Miami-Dade,2701767,44124,1.633153414043476
125,467,4/29/17,1,Red Hot Chili Peppers,"BABYMETAL, Jack Irons",AmericanAirlines Arena,Miami,Florida,United States,Miami-Ft. Lauderdale,,US DOLLAR,"AEG Presents, FPC Live (Frank Productions Concerts)",Pop / Rock,13554,1314362.0,13554,100,53.0,103.0,96.97,,4,Miami_Florida_United States,Red Hot Chili Peppers,UCrSorX845CEWXzU4Z7BojjA,Red Hot Chili Peppers - Topic,"We went in search of ourselves as the band that we have somehow always been. Just for the fun of it we jammed and learned some old songs. Before long we started the mysterious process of building new songs. A beautiful bit of chemistry meddling that had befriended us hundreds of times along the way. Once we found that slip stream of sound and vision, we just kept mining. With time turned into an elastic waist band of oversized underwear, we had no reason to stop writing and rocking. It felt like a dream. When all was said and done, our moody love for each other and the magic of music had gifted us with more songs than we knew what to do with. Well we figured it out. 2 double albums released back to back. The second of which is easily as meaningful as the first or should that be reversed. 'Return of the Dream Canteen' is everything we are and ever dreamed of being. It’s packed. Made with the blood of our hearts, yours truly, the Red Hot Chili Peppers.",2013-05-16T14:09:58Z,1516138450,82100,1041,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",20316310,82,5,False,21538187,643682,2.988561665,Miami-Dade,2701767,44124,1.633153414043476
126,469,4/27/17,1,Red Hot Chili Peppers,"BABYMETAL, Jack Irons",Amalie Arena,Tampa,Florida,United States,Tampa-St. Petersburg,,US DOLLAR,"AEG Presents, FPC Live (Frank Productions Concerts)",Pop / Rock,12750,1173542.5,12750,100,52.75,102.75,92.04,,4,Tampa_Florida_United States,Red Hot Chili Peppers,UCrSorX845CEWXzU4Z7BojjA,Red Hot Chili Peppers - Topic,"We went in search of ourselves as the band that we have somehow always been. Just for the fun of it we jammed and learned some old songs. Before long we started the mysterious process of building new songs. A beautiful bit of chemistry meddling that had befriended us hundreds of times along the way. Once we found that slip stream of sound and vision, we just kept mining. With time turned into an elastic waist band of oversized underwear, we had no reason to stop writing and rocking. It felt like a dream. When all was said and done, our moody love for each other and the magic of music had gifted us with more songs than we knew what to do with. Well we figured it out. 2 double albums released back to back. The second of which is easily as meaningful as the first or should that be reversed. 'Return of the Dream Canteen' is everything we are and ever dreamed of being. It’s packed. Made with the blood of our hearts, yours truly, the Red Hot Chili Peppers.",2013-05-16T14:09:58Z,1516138450,82100,1041,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",20316310,82,3,False,21538187,643682,2.988561665,Hillsborough,1459762,71080,4.869286911154011
127,471,4/26/17,1,Red Hot Chili Peppers,"BABYMETAL, Jack Irons",Amway Center,Orlando,Florida,United States,Orlando-Daytona Beach,,US DOLLAR,"AEG Presents, FPC Live (Frank Productions Concerts)",Pop / Rock,12557,1178414.0,12557,100,52.0,102.0,93.85,,4,Orlando_Florida_United States,Red Hot Chili Peppers,UCrSorX845CEWXzU4Z7BojjA,Red Hot Chili Peppers - Topic,"We went in search of ourselves as the band that we have somehow always been. Just for the fun of it we jammed and learned some old songs. Before long we started the mysterious process of building new songs. A beautiful bit of chemistry meddling that had befriended us hundreds of times along the way. Once we found that slip stream of sound and vision, we just kept mining. With time turned into an elastic waist band of oversized underwear, we had no reason to stop writing and rocking. It felt like a dream. When all was said and done, our moody love for each other and the magic of music had gifted us with more songs than we knew what to do with. Well we figured it out. 2 double albums released back to back. The second of which is easily as meaningful as the first or should that be reversed. 'Return of the Dream Canteen' is everything we are and ever dreamed of being. It’s packed. Made with the blood of our hearts, yours truly, the Red Hot Chili Peppers.",2013-05-16T14:09:58Z,1516138450,82100,1041,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",20316310,82,2,False,21538187,643682,2.988561665,Orange,1429908,78348,5.479233629016692
128,473,4/24/17,1,Red Hot Chili Peppers,"BABYMETAL, Jack Irons",Jacksonville Veterans Mem. Arena,Jacksonville,Florida,United States,Jacksonville,,US DOLLAR,"CMoore Live, NS2",Pop / Rock,11640,1050900.0,11640,100,50.0,100.0,90.28,,4,Jacksonville_Florida_United States,Red Hot Chili Peppers,UCrSorX845CEWXzU4Z7BojjA,Red Hot Chili Peppers - Topic,"We went in search of ourselves as the band that we have somehow always been. Just for the fun of it we jammed and learned some old songs. Before long we started the mysterious process of building new songs. A beautiful bit of chemistry meddling that had befriended us hundreds of times along the way. Once we found that slip stream of sound and vision, we just kept mining. With time turned into an elastic waist band of oversized underwear, we had no reason to stop writing and rocking. It felt like a dream. When all was said and done, our moody love for each other and the magic of music had gifted us with more songs than we knew what to do with. Well we figured it out. 2 double albums released back to back. The second of which is easily as meaningful as the first or should that be reversed. 'Return of the Dream Canteen' is everything we are and ever dreamed of being. It’s packed. Made with the blood of our hearts, yours truly, the Red Hot Chili Peppers.",2013-05-16T14:09:58Z,1516138450,82100,1041,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",20316310,82,0,False,21538187,643682,2.988561665,Duval,995567,49467,4.968726363971485
129,5,10/28/23,1,Xikers,,Will Rogers Auditorium,Fort Worth,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,(In-House Promotion),Asian Pop,2069,176542.85,2845,73,45.95,125.95,85.33,,10,Fort Worth_Texas_United States,Xikers,UCPtC0MXSW40Qq7RkhsCXjUQ,xikers,"xikers(싸이커스) Official YouTube Channel
",2022-11-15T14:21:56.347452Z,37578254,375000,846,Xikers,['k-pop boy group'],332220,50,5,False,29145505,1585480,5.439878293,Tarrant,2110640,129437,6.132594852746086
130,12,10/14/23,1,ENHYPEN,,American Airlines Center,Dallas,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,"AEG Presents, HYBE",Asian Pop,11687,2343028.0,11687,100,59.5,549.5,200.48,,10,Dallas_Texas_United States,ENHYPEN,UCArLZtok93cO5R9RI4_Y5Jw,ENHYPEN,"#ENHYPEN Official Youtube
#ENHYPEN 공식 유튜브",2020-08-10T12:46:00.218737Z,1786185504,9360000,1206,ENHYPEN,"['anime', 'k-pop boy group']",8062354,78,5,False,29145505,1585480,5.439878293,Dallas,2613539,183124,7.006744494725352
131,14,10/13/23,1,ENHYPEN,,Toyota Center,Houston,Texas,United States,Houston,,US DOLLAR,"AEG Presents, HYBE",Asian Pop,9405,1698118.0,10253,92,59.5,549.5,180.55,,10,Houston_Texas_United States,ENHYPEN,UCArLZtok93cO5R9RI4_Y5Jw,ENHYPEN,"#ENHYPEN Official Youtube
#ENHYPEN 공식 유튜브",2020-08-10T12:46:00.218737Z,1786185504,9360000,1206,ENHYPEN,"['anime', 'k-pop boy group']",8062354,78,4,False,29145505,1585480,5.439878293,Harris,4731145,349268,7.382314429170951
132,20,10/11/23,1,tripleS,,Will Rogers Auditorium,Fort Worth,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,"(In-House Promotion), Live Nation",Asian Pop,322,30397.65,889,36,45.95,120.95,94.4,,10,Fort Worth_Texas_United States,tripleS,UCJnL-TBcsYrF2SLs7tmiC8Q,tripleS official,"tripleS

The idol of all possibillities 

The world's first decentralized artist.
",2022-02-16T08:35:10.003571Z,299998708,2280000,1404,tripleS,['k-pop girl group'],334787,56,2,False,29145505,1585480,5.439878293,Tarrant,2110640,129437,6.132594852746086
133,22,10/9/23,1,tripleS,,Revention Music Center,Houston,Texas,United States,Houston,,US DOLLAR,"(In-House Promotion), Live Nation",Asian Pop,269,20142.12,1369,20,26.25,146.25,74.88,,10,Houston_Texas_United States,tripleS,UCJnL-TBcsYrF2SLs7tmiC8Q,tripleS official,"tripleS

The idol of all possibillities 

The world's first decentralized artist.
",2022-02-16T08:35:10.003571Z,299998708,2280000,1404,tripleS,['k-pop girl group'],334787,56,0,True,29145505,1585480,5.439878293,Harris,4731145,349268,7.382314429170951
134,64,6/24/23,2,Twice,,Toyota Center,Houston,Texas,United States,Houston,,US DOLLAR,Live Nation,Asian Pop,9802,1584632.5,9802,100,59.5,229.5,161.66,,6,Houston_Texas_United States,Twice,UCzgxx_DM2Dcb9Y1spb9mUJA,TWICE,TWICE Official YouTube Channel,2016-03-27T15:48:08Z,5897909757,16900000,1460,Twice,"['k-pop', 'k-pop girl group', 'pop']",19653966,81,5,False,29145505,1585480,5.439878293,Harris,4731145,349268,7.382314429170951
135,66,6/21/23,1,Twice,,Globe Life Field,Arlington,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,Live Nation,Asian Pop,24925,3711432.0,24925,100,53.5,223.5,148.9,,6,Arlington_Texas_United States,Twice,UCzgxx_DM2Dcb9Y1spb9mUJA,TWICE,TWICE Official YouTube Channel,2016-03-27T15:48:08Z,5897909757,16900000,1460,Twice,"['k-pop', 'k-pop girl group', 'pop']",19653966,81,2,False,29145505,1585480,5.439878293,Tarrant,2110640,129437,6.132594852746086
136,82,5/24/23,2,TOMORROW X TOGETHER,,AT&T Center,San Antonio,Texas,United States,San Antonio,,US DOLLAR,"HYBE, Live Nation",Asian Pop,12228,1693429.5,12228,100,59.5,199.5,138.49,,5,San Antonio_Texas_United States,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,TOMORROW X TOGETHER OFFICIAL,"#투모로우바이투게더 공식 유튜브 입니다.
This is the official YouTube for #TOMORROW_X_TOGETHER",2018-12-21T01:41:52Z,1933565861,11600000,1942,TOMORROW X TOGETHER,"['k-pop', 'k-pop boy group']",9608554,76,2,False,29145505,1585480,5.439878293,Bexar,2009324,68675,3.417816141149959
137,119,3/27/23,1,Stray Kids,,Dickies Arena,Fort Worth,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,Live Nation,"Asian Pop, World",11306,1277449.0,11774,96,49.5,179.5,112.99,,3,Fort Worth_Texas_United States,Stray Kids,UC9rMiEjNaCSsebs31MRDCRA,Stray Kids,Stray Kids Official YouTube,2017-05-12T03:28:10Z,4625292848,15800000,1015,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",14634767,82,0,False,29145505,1585480,5.439878293,Tarrant,2110640,129437,6.132594852746086
138,120,3/26/23,1,Stray Kids,,Dickies Arena,Fort Worth,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,Live Nation,"Asian Pop, World",11320,1276495.0,11774,96,49.5,179.5,112.76,,3,Fort Worth_Texas_United States,Stray Kids,UC9rMiEjNaCSsebs31MRDCRA,Stray Kids,Stray Kids Official YouTube,2017-05-12T03:28:10Z,4625292848,15800000,1015,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",14634767,82,6,False,29145505,1585480,5.439878293,Tarrant,2110640,129437,6.132594852746086
139,126,3/20/23,1,CIX,,Will Rogers Auditorium,Fort Worth,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,"(In-House Promotion), Live Nation",Asian Pop,864,80256.8,1693,51,49.95,129.95,92.89,,3,Fort Worth_Texas_United States,CIX,UCuaslC77K-NmCy8Xwk7x0hA,CIX Official,C9Entertainment CIX Official Youtube,2019-01-08T10:04:21Z,231851029,1040000,647,CIX,['k-pop'],610025,49,0,False,29145505,1585480,5.439878293,Tarrant,2110640,129437,6.132594852746086
140,128,3/18/23,1,CIX,,Revention Music Center,Houston,Texas,United States,Houston,,US DOLLAR,"(In-House Promotion), Live Nation",Asian Pop,926,89557.0,1329,70,59.5,129.5,96.71,,3,Houston_Texas_United States,CIX,UCuaslC77K-NmCy8Xwk7x0hA,CIX Official,C9Entertainment CIX Official Youtube,2019-01-08T10:04:21Z,231851029,1040000,647,CIX,['k-pop'],610025,49,5,False,29145505,1585480,5.439878293,Harris,4731145,349268,7.382314429170951
141,139,2/16/23,1,P1harmony,,The Music Hall At Fair Park,Dallas,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,Live Nation,Asian Pop,2724,248937.85,3420,80,65.45,155.45,91.39,,2,Dallas_Texas_United States,P1harmony,UCe-XzQhLaq4zS_mPXzuc_2Q,P1Harmony,"P1Harmony Official YouTube Channel
피원하모니 공식 유튜브 계정입니다.",2020-08-25T09:49:33.713788Z,116554621,995000,1049,P1harmony,"['k-pop', 'k-pop boy group']",1053112,64,3,False,29145505,1585480,5.439878293,Dallas,2613539,183124,7.006744494725352
